ci_high,ci_low,identity_count,mean,mean_offset_mm,method,metric,n_id,n_obs,region,release_radius_mm,variant
0.653693773376599,0.5178530413391871,20,0.5876385792735201,0.0,hard,masked_mae,128,8,flame_unsupported,0.0,primary_s5_h128_20k
0.2602818282239085,0.2067917677258997,20,0.2338989754449337,0.0,hard,masked_mae,128,8,foreground,0.0,primary_s5_h128_20k
0.16620715006067813,0.12873880772922636,20,0.14734486070546238,0.0,hard,masked_mae,128,8,full_frame,0.0,primary_s5_h128_20k
0.12994522627011282,0.104073656719812,20,0.11664214080197337,0.0,hard,masked_mae,128,8,head_foreground,0.0,primary_s5_h128_20k
0.07390394136063781,0.0666483721638304,20,0.07031361042897719,0.0,hard,masked_mae,128,8,head_supported,0.0,primary_s5_h128_20k
0.5308370786894222,0.41845411105400687,20,0.47492733056964165,0.0,hard,masked_mae,128,8,head_unsupported,0.0,primary_s5_h128_20k
0.07683445005577162,0.06987919837581018,20,0.07349135838889162,0.0,hard,masked_mae,128,8,oral,0.0,primary_s5_h128_20k
0.5654119763082128,0.44563212326540197,20,0.5073534020100591,0.0,hard,masked_mae,128,8,torso_outside_head_roi,0.0,primary_s5_h128_20k
0.04969115478193213,0.030594286566844126,20,0.03967433374960896,0.0,hard,masked_mae,384,1,background,0.0,primary_s5_h128_20k
0.07723648614259924,0.0676903001569788,20,0.07241201422039495,0.0,hard,masked_mae,384,1,eyes,0.0,primary_s5_h128_20k
0.09563116993813722,0.08572536550992521,20,0.09065707803668077,0.0,hard,masked_mae,384,1,flame_supported,0.0,primary_s5_h128_20k
0.6538073606760789,0.5203994355416751,20,0.5890317592410168,0.0,hard,masked_mae,384,1,flame_unsupported,0.0,primary_s5_h128_20k
0.2661102630907538,0.21060631073547817,20,0.23864446230042852,0.0,hard,masked_mae,384,1,foreground,0.0,primary_s5_h128_20k
0.16750289068206567,0.1311985507992353,20,0.14930083857040216,0.0,hard,masked_mae,384,1,full_frame,0.0,primary_s5_h128_20k
0.14042524210995994,0.11249796857919725,20,0.12641851846408733,0.0,hard,masked_mae,384,1,head_foreground,0.0,primary_s5_h128_20k
0.0844603095100814,0.07650061764503584,20,0.08052041171668561,0.0,hard,masked_mae,384,1,head_supported,0.0,primary_s5_h128_20k
0.5344869294492096,0.4217773598118544,20,0.47878408869154976,0.0,hard,masked_mae,384,1,head_unsupported,0.0,primary_s5_h128_20k
0.0783795867034567,0.07068158007648558,20,0.07460091419398156,0.0,hard,masked_mae,384,1,oral,0.0,primary_s5_h128_20k
0.5685526562741807,0.44469277708872124,20,0.5098553256650752,0.0,hard,masked_mae,384,1,torso_outside_head_roi,0.0,primary_s5_h128_20k
0.050755209176018445,0.031098732659093374,20,0.04051050506109498,0.0,hard,masked_mae,384,4,background,0.0,primary_s5_h128_20k
0.07915959790960476,0.0697532072790554,20,0.07442138707808701,0.0,hard,masked_mae,384,4,eyes,0.0,primary_s5_h128_20k
0.08698236718694129,0.07719965130266734,20,0.08202409866939762,0.0,hard,masked_mae,384,4,flame_supported,0.0,primary_s5_h128_20k
0.6520525214749154,0.5177092704774565,20,0.5882064486793562,0.0,hard,masked_mae,384,4,flame_unsupported,0.0,primary_s5_h128_20k
0.2571040825353297,0.2042834898634345,20,0.23158602666981754,0.0,hard,masked_mae,384,4,foreground,0.0,primary_s5_h128_20k
0.16574828026106425,0.12839536901949958,20,0.146957584501298,0.0,hard,masked_mae,384,4,full_frame,0.0,primary_s5_h128_20k
0.13100637956306402,0.10467298324368195,20,0.11753327092529058,0.0,hard,masked_mae,384,4,head_foreground,0.0,primary_s5_h128_20k
0.07425154043639896,0.06695913280290045,20,0.07056206965348814,0.0,hard,masked_mae,384,4,head_supported,0.0,primary_s5_h128_20k
0.5365165510313445,0.42328370712919383,20,0.478881417458292,0.0,hard,masked_mae,384,4,head_unsupported,0.0,primary_s5_h128_20k
