change_in_comparison_advantage,ci_high,ci_low,comparison,control_variant,identity_count,metric,n_id,n_obs,reference_variant,region
0.3321675452604754,0.8421282564267218,-0.22540185972098314,released,full_target_density2,20,masked_psnr,8,4,primary_full_target_density1,background
0.11886991313017026,0.5108484184731353,-0.24426702690199703,adaptive,full_target_density2,20,masked_psnr,8,4,primary_full_target_density1,eyes
0.1128049473620604,0.5252648136064627,-0.24739257138930193,released,full_target_density2,20,masked_psnr,8,4,primary_full_target_density1,eyes
0.03540398684402524,0.38536156119559234,-0.31116378050860694,adaptive,full_target_density2,20,masked_psnr,8,4,primary_full_target_density1,flame_supported
-0.1486306784928587,0.1292531340453567,-0.4272582244040503,released,full_target_density2,20,masked_psnr,8,4,primary_full_target_density1,flame_supported
0.1733544972958248,0.41869755088241667,-0.0816233910547553,adaptive,full_target_density2,20,masked_psnr,8,4,primary_full_target_density1,flame_unsupported
0.1167438091203808,0.3290661182447607,-0.07459133520357258,released,full_target_density2,20,masked_psnr,8,4,primary_full_target_density1,flame_unsupported
0.21543089807213187,0.4333978492374129,-0.004818027657968122,adaptive,full_target_density2,20,masked_psnr,8,4,primary_full_target_density1,foreground
0.16428629988017024,0.33577828614019056,0.006214010654495281,released,full_target_density2,20,masked_psnr,8,4,primary_full_target_density1,foreground
0.246123295624203,0.47178113246529696,0.03702533882741169,adaptive,full_target_density2,20,masked_psnr,8,4,primary_full_target_density1,full_frame
0.19098341212018632,0.33982214790653653,0.04285245321897457,released,full_target_density2,20,masked_psnr,8,4,primary_full_target_density1,full_frame
0.048667838290198696,0.2935592286133237,-0.18292709585305794,adaptive,full_target_density2,20,masked_psnr,8,4,primary_full_target_density1,head_foreground
-0.17419365672807655,0.01757568452276889,-0.3553111211700529,released,full_target_density2,20,masked_psnr,8,4,primary_full_target_density1,head_foreground
0.2302051296805419,0.6002328544282746,-0.11763950999951017,adaptive,full_target_density2,20,masked_psnr,8,4,primary_full_target_density1,head_supported
0.06410644809721085,0.35945697685713773,-0.21155359201671436,released,full_target_density2,20,masked_psnr,8,4,primary_full_target_density1,head_supported
-0.312729974298389,0.24089447695023933,-1.047780607796474,adaptive,full_target_density2,20,masked_psnr,8,4,primary_full_target_density1,head_unsupported
-0.5981737258593044,-0.2604407099201244,-0.9952926776095191,released,full_target_density2,20,masked_psnr,8,4,primary_full_target_density1,head_unsupported
0.5337752253386995,0.8389873280454266,0.23176491889357703,adaptive,full_target_density2,20,masked_psnr,8,4,primary_full_target_density1,oral
0.34667805423107245,0.58006346806624,0.10951283816873456,released,full_target_density2,20,masked_psnr,8,4,primary_full_target_density1,oral
0.4096919687567723,0.6879985968858792,0.1332104177039723,adaptive,full_target_density2,20,masked_psnr,8,4,primary_full_target_density1,torso_outside_head_roi
0.32842977348229163,0.5673620318906741,0.08494790375950308,released,full_target_density2,20,masked_psnr,8,4,primary_full_target_density1,torso_outside_head_roi
0.37427767036094195,0.7828097571711573,-0.0077063248852659106,adaptive,full_target_density2,20,masked_psnr,8,8,primary_full_target_density1,background
0.21370895363703282,0.7420015640654093,-0.3516331423837511,released,full_target_density2,20,masked_psnr,8,8,primary_full_target_density1,background
0.07837928775968175,0.47560498734015416,-0.2718663261515764,adaptive,full_target_density2,20,masked_psnr,8,8,primary_full_target_density1,eyes
0.09936921040946052,0.5186193785620723,-0.2722502529196173,released,full_target_density2,20,masked_psnr,8,8,primary_full_target_density1,eyes
0.15046744357091227,0.45240499907372517,-0.15892182134843336,adaptive,full_target_density2,20,masked_psnr,8,8,primary_full_target_density1,flame_supported
0.007672571259273386,0.2895376454431912,-0.2614039363702006,released,full_target_density2,20,masked_psnr,8,8,primary_full_target_density1,flame_supported
0.24672426875798018,0.4970360117789195,-0.0011482899695973974,adaptive,full_target_density2,20,masked_psnr,8,8,primary_full_target_density1,flame_unsupported
0.2247745398051965,0.4327813744878534,0.029609622316035526,released,full_target_density2,20,masked_psnr,8,8,primary_full_target_density1,flame_unsupported
0.30370348625405025,0.515400434602442,0.09620854298815629,adaptive,full_target_density2,20,masked_psnr,8,8,primary_full_target_density1,foreground
0.28480162218143257,0.45967048815277417,0.11478204602182324,released,full_target_density2,20,masked_psnr,8,8,primary_full_target_density1,foreground
0.26696395242549154,0.48210629552730494,0.06442531124958895,adaptive,full_target_density2,20,masked_psnr,8,8,primary_full_target_density1,full_frame
0.2705287103654844,0.4318386845432252,0.11664530210988773,released,full_target_density2,20,masked_psnr,8,8,primary_full_target_density1,full_frame
0.1385111495222242,0.37217496886650425,-0.08946326742078363,adaptive,full_target_density2,20,masked_psnr,8,8,primary_full_target_density1,head_foreground
-0.05283072449061059,0.1275576845920644,-0.23172251400337,released,full_target_density2,20,masked_psnr,8,8,primary_full_target_density1,head_foreground
0.3416789493739428,0.6992041565909168,0.001252658594774763,adaptive,full_target_density2,20,masked_psnr,8,8,primary_full_target_density1,head_supported
0.22580277444821464,0.5259693981808254,-0.0658625728206901,released,full_target_density2,20,masked_psnr,8,8,primary_full_target_density1,head_supported
-0.25746190066705366,0.2269382390964751,-0.9132371922179441,adaptive,full_target_density2,20,masked_psnr,8,8,primary_full_target_density1,head_unsupported
-0.5006600732121151,-0.18309814900807195,-0.8887521745519598,released,full_target_density2,20,masked_psnr,8,8,primary_full_target_density1,head_unsupported
0.47168675391913,0.7552702165673791,0.1837800597920427,adaptive,full_target_density2,20,masked_psnr,8,8,primary_full_target_density1,oral
0.33291400093010404,0.5814986949296473,0.09653751712381356,released,full_target_density2,20,masked_psnr,8,8,primary_full_target_density1,oral
0.503536158661887,0.7950108342704023,0.22531021794461925,adaptive,full_target_density2,20,masked_psnr,8,8,primary_full_target_density1,torso_outside_head_roi
0.4562835684764236,0.7839465358127345,0.13679347942502257,released,full_target_density2,20,masked_psnr,8,8,primary_full_target_density1,torso_outside_head_roi
