advantage_over_hard_mean,ci_high,ci_low,comparison,fraction_identities_advantage_positive,identity_count,metric,n_id,n_obs,region,training_seed,variant
-1.4431871534712641,-0.07424026849850453,-2.541090172864862,adaptive,0.2,20,masked_psnr,384,4,background,0,full_target_density2
-1.7862735084219987,-0.5343841561297905,-3.001119579960899,released,0.1,20,masked_psnr,384,4,background,0,full_target_density2
0.037761415885103136,0.37415079373591836,-0.2955558520891179,adaptive,0.45,20,masked_psnr,384,4,eyes,0,full_target_density2
-0.3737276570206431,0.020027420185574192,-0.7433688397288537,released,0.2,20,masked_psnr,384,4,eyes,0,full_target_density2
0.07876915989863686,0.5845057195898697,-0.4801509168765345,adaptive,0.55,20,masked_psnr,384,4,flame_supported,0,full_target_density2
0.10391699180455563,0.5874782054673863,-0.3928320414822825,released,0.6,20,masked_psnr,384,4,flame_supported,0,full_target_density2
6.597595283605017,7.715233119312884,5.461637789355023,adaptive,1.0,20,masked_psnr,384,4,flame_unsupported,0,full_target_density2
6.685275176942819,7.706559924811077,5.644450268473203,released,1.0,20,masked_psnr,384,4,flame_unsupported,0,full_target_density2
5.211301464238799,6.156904403188211,4.20112024637106,adaptive,1.0,20,masked_psnr,384,4,foreground,0,full_target_density2
5.285244828439266,6.164151611134341,4.301027085497568,released,1.0,20,masked_psnr,384,4,foreground,0,full_target_density2
3.3874143417965654,4.044252162699039,2.6922831719621234,adaptive,1.0,20,masked_psnr,384,4,full_frame,0,full_target_density2
3.3954299067840226,4.043943683907276,2.7218643317532765,released,1.0,20,masked_psnr,384,4,full_frame,0,full_target_density2
2.3325680366460646,3.2202374064136583,1.46430225466036,adaptive,0.85,20,masked_psnr,384,4,head_foreground,0,full_target_density2
2.501624482014038,3.282597701631524,1.7130838361359635,released,0.9,20,masked_psnr,384,4,head_foreground,0,full_target_density2
-0.6153709194821045,-0.32365510165058914,-0.9534742523951092,adaptive,0.1,20,masked_psnr,384,4,head_supported,0,full_target_density2
-0.5814949271884483,-0.305371419658736,-0.8891103087838477,released,0.2,20,masked_psnr,384,4,head_supported,0,full_target_density2
4.391475875862879,5.734385955161209,3.024018659779194,adaptive,0.9,20,masked_psnr,384,4,head_unsupported,0,full_target_density2
