fold,condition,radius_mm,camera_id,split,oral_psnr,oral_mae,supported_psnr,unsupported_psnr,head_psnr
fold_a,r025,25.0,222200036,train,38.85272305945178,0.0077791486308847,38.50906248155289,16.629557346771225,19.183490082498025
fold_a,r025,25.0,222200048,train,38.779091135388725,0.008530345190139043,33.764964919373234,22.674575354681735,24.258806427035466
fold_a,r025,25.0,220700191,train,38.516306960423805,0.008496732596891472,36.47210102043901,17.115922632671683,19.579983829406416
fold_a,r025,25.0,222200041,train,38.80107614238006,0.008446934109642392,31.23336661460478,21.690665305304044,23.353956027533304
fold_a,r025,25.0,222200037,train,38.87832764804731,0.008504901329676311,37.201614009685045,17.00391583679938,19.52820201081239
fold_a,r025,25.0,222200038,train,32.19041874622985,0.02070998054703856,29.29115616541163,22.27612817721894,23.98965102010969
fold_a,r025,25.0,222200047,train,41.00168125196522,0.006600843817347894,37.397832926261835,17.009158064719603,19.64292437901518
fold_a,r025,25.0,222200043,train,32.94859004438645,0.018189740421796087,31.400113129036576,21.564116646384576,23.5777685145443
fold_a,r025,25.0,222200049,heldout,26.583360152826426,0.04154086323965967,26.147533719705585,17.193450791748987,19.611150762449697
fold_a,r025,25.0,222200039,heldout,30.859343863203307,0.022668084432912426,24.905531357374798,20.93226093840694,22.305261840736634
fold_a,r025,25.0,222200045,train,37.07642832306829,0.00966985205299834,34.37567710986797,21.084263190556243,23.7771743936686
fold_a,r025,25.0,221501007,train,35.17000439027888,0.010326797962188721,39.15604979855096,17.093189420356712,20.943428857588952
fold_a,r050,50.0,222200042,train,33.065753019760386,0.012647059559822083,40.547261966086545,26.114415134769622,30.040815282239212
fold_a,r050,50.0,222200044,train,32.14792333793139,0.016870144778077707,39.84235999918099,30.3283217352276,32.678173023605474
fold_a,r050,50.0,222200046,heldout,26.14634805766409,0.04164907015286959,27.22891750965372,27.978522806466785,27.654651716124576
fold_a,r050,50.0,222200040,heldout,23.47291475325314,0.06219692025133359,23.34028134195588,25.1088082991139,24.362901462282927
fold_a,r050,50.0,222200036,train,40.041567976056555,0.007431783876218996,40.06455040339848,29.305616570536976,31.522153928599295
fold_a,r050,50.0,222200048,train,38.059424205678326,0.009314658755347842,37.694083393676664,32.23236371168032,33.56409165015303
fold_a,r050,50.0,220700191,train,39.036060151191315,0.008323489422779006,37.7594151199083,31.554919657284298,33.30147274868821
fold_a,r050,50.0,222200041,train,38.602188185056434,0.008988484125288706,38.6164137432966,29.523339714600393,31.349874265567518
fold_a,r050,50.0,222200037,train,38.486046981915386,0.00907679796218872,38.89932637570625,29.49854554050367,31.674853733116144
fold_a,r050,50.0,222200038,train,31.847081858337937,0.021523771722332326,33.63102231433978,29.02200416803261,30.470439640875888
fold_a,r050,50.0,222200047,train,40.750573802581236,0.0068233441517426335,39.42015033774383,29.565226682028577,31.846677013220383
fold_a,r050,50.0,222200043,train,33.003205635741196,0.01866508252692945,35.54762015642264,30.627341175829798,32.151341230962174
fold_a,r050,50.0,222200049,heldout,26.247783733714087,0.043935449425801416,26.233989414998142,25.99202903898999,26.069096643169
fold_a,r050,50.0,222200039,heldout,31.707002157024423,0.02170542537087926,25.11252854261126,27.464965881042822,26.543274913678864
fold_a,r050,50.0,222200045,train,34.82025222897564,0.013088655268025195,39.751220780697,27.343263195328756,30.099337515473454
fold_a,r050,50.0,221501007,train,34.05916125174497,0.011098039944966635,39.92735827699205,25.12312335256511,28.782254242292726
fold_a,r075,75.0,222200042,train,32.810694931583,0.013366012771924337,41.090839504915095,32.67694212764196,35.86100592248132
fold_a,r075,75.0,222200044,train,32.423758669136156,0.016574175852649618,39.99490518850717,33.56545458403207,35.50360414801803
fold_a,r075,75.0,222200046,heldout,26.560965421280656,0.039698341565254404,26.629341563202935,29.129159285991687,27.73458510846343
fold_a,r075,75.0,222200040,heldout,24.050082750056102,0.05775247389270413,23.380174910946373,25.3496406977991,24.491872618573712
fold_a,r075,75.0,222200036,train,39.41474791219264,0.008135654431678754,39.83493357846076,36.667357396314074,37.81021464358935
fold_a,r075,75.0,222200048,train,38.77909160067931,0.008246498107910156,37.99840724043236,33.864748492170385,34.99061059966085
fold_a,r075,75.0,220700191,train,38.91738704372223,0.008386487462913176,38.06127640237766,38.471814532171926,38.40424387425185
fold_a,r075,75.0,222200041,train,39.18430292695335,0.008110800243559337,36.98759278982867,31.537078539543522,33.07067979025306
fold_a,r075,75.0,222200037,train,37.06577897680057,0.010833332935969034,39.59714765252197,36.40304222331279,37.51045177242781
fold_a,r075,75.0,222200038,train,32.367465611394394,0.020069203345604192,32.954140259251346,31.294915335686795,31.998998745630402
fold_a,r075,75.0,222200047,train,40.10800082840888,0.0072590729869003836,39.029363832121106,37.14237059024497,37.95880876825211
fold_a,r075,75.0,222200043,train,32.09138188947602,0.020439689327972105,35.96821954176222,33.64311986482943,34.49396368340432
