advantage_over_hard_mean,ci_high,ci_low,comparison,fraction_identities_advantage_positive,identity_count,metric,n_id,n_obs,region,seed_aggregation,seed_count,training_seed
-2.2913986067755525,-1.2405951862121702,-3.300539260490203,adaptive,0.05,20,masked_psnr,384,8,background,paired effect averaged within identity across seeds,1,0
-2.752284412179635,-1.8822796646218285,-3.767028420474983,released,0.05,20,masked_psnr,384,8,background,paired effect averaged within identity across seeds,1,0
0.2915154266688747,0.6663977252886407,-0.06634226524287387,adaptive,0.6,20,masked_psnr,384,8,eyes,paired effect averaged within identity across seeds,1,0
-0.13178095129867023,0.27731391698735997,-0.5397377468009665,released,0.35,20,masked_psnr,384,8,eyes,paired effect averaged within identity across seeds,1,0
-0.025766459138894325,0.5680805092162502,-0.6175795029908551,adaptive,0.45,20,masked_psnr,384,8,flame_supported,paired effect averaged within identity across seeds,1,0
0.13439048715099994,0.7527370917755513,-0.4675124994914096,released,0.55,20,masked_psnr,384,8,flame_supported,paired effect averaged within identity across seeds,1,0
6.364386350329838,7.6047591507675225,5.0709537864906284,adaptive,1.0,20,masked_psnr,384,8,flame_unsupported,paired effect averaged within identity across seeds,1,0
6.997693586937027,8.141987741720015,5.751566477630112,released,1.0,20,masked_psnr,384,8,flame_unsupported,paired effect averaged within identity across seeds,1,0
4.9056628342851445,5.933469926758574,3.8879060292477092,adaptive,1.0,20,masked_psnr,384,8,foreground,paired effect averaged within identity across seeds,1,0
5.390491773486163,6.350954328591818,4.3312091472897,released,1.0,20,masked_psnr,384,8,foreground,paired effect averaged within identity across seeds,1,0
3.0697505572040567,3.747750861520247,2.3339966225817066,adaptive,0.9,20,masked_psnr,384,8,full_frame,paired effect averaged within identity across seeds,1,0
3.359685172561135,4.096736687278434,2.602926731133916,released,0.95,20,masked_psnr,384,8,full_frame,paired effect averaged within identity across seeds,1,0
-0.859088642847697,-0.5632464601903662,-1.1479406598958353,adaptive,0.1,20,masked_psnr,384,8,oral,paired effect averaged within identity across seeds,1,0
-0.5930358713580131,-0.35605732886332436,-0.8451954951625485,released,0.15,20,masked_psnr,384,8,oral,paired effect averaged within identity across seeds,1,0
-1.0026843195986626,1.6720005243615368,-3.043201760832929,adaptive,0.2,20,masked_psnr,8,1,background,paired effect averaged within identity across seeds,1,1
-0.40041031269190563,2.1860786426812764,-2.2586819421441415,released,0.25,20,masked_psnr,8,1,background,paired effect averaged within identity across seeds,1,1
-0.3122441601682039,0.41560752415090285,-1.1301586144085303,adaptive,0.45,20,masked_psnr,8,1,eyes,paired effect averaged within identity across seeds,1,1
-0.14093764359971592,0.4259853238901254,-0.8147349935643088,released,0.5,20,masked_psnr,8,1,eyes,paired effect averaged within identity across seeds,1,1
-1.7160343938999758,-1.081982041899631,-2.40370229843855,adaptive,0.15,20,masked_psnr,8,1,flame_supported,paired effect averaged within identity across seeds,1,1
-1.4851113580184943,-0.9064536322552961,-2.117505813315067,released,0.15,20,masked_psnr,8,1,flame_supported,paired effect averaged within identity across seeds,1,1
2.917633404068405,3.8374220412447237,1.9227418200536355,adaptive,0.95,20,masked_psnr,8,1,flame_unsupported,paired effect averaged within identity across seeds,1,1
2.7264503075892037,3.5968565385015543,1.8443744220660736,released,0.95,20,masked_psnr,8,1,flame_unsupported,paired effect averaged within identity across seeds,1,1
1.9360198785626896,2.781153910413804,1.0121056721509827,adaptive,0.9,20,masked_psnr,8,1,foreground,paired effect averaged within identity across seeds,1,1
1.8235692949547044,2.615646469681379,0.9846830479459121,released,0.9,20,masked_psnr,8,1,foreground,paired effect averaged within identity across seeds,1,1
0.9937659880109916,1.9214959003567922,-0.04678718007245512,adaptive,0.8,20,masked_psnr,8,1,full_frame,paired effect averaged within identity across seeds,1,1
1.054578367808241,1.8538067678007657,0.1627210763181607,released,0.8,20,masked_psnr,8,1,full_frame,paired effect averaged within identity across seeds,1,1
-0.9248251868329799,-0.5157971952282732,-1.3335737900582239,adaptive,0.15,20,masked_psnr,8,1,oral,paired effect averaged within identity across seeds,1,1
-0.247179007320009,0.047623072397063745,-0.5338825552515896,released,0.25,20,masked_psnr,8,1,oral,paired effect averaged within identity across seeds,1,1
-0.8464372902321738,1.704789128419394,-2.9236787827535733,adaptive,0.3,20,masked_psnr,8,4,background,paired effect averaged within identity across seeds,1,1
-0.3012831018133756,2.1501716518846394,-2.207838286950513,released,0.25,20,masked_psnr,8,4,background,paired effect averaged within identity across seeds,1,1
-0.46282340914741527,0.17513437343255955,-1.2022939416058411,adaptive,0.4,20,masked_psnr,8,4,eyes,paired effect averaged within identity across seeds,1,1
-0.06594992271271476,0.5153385372876178,-0.7348926989267337,released,0.65,20,masked_psnr,8,4,eyes,paired effect averaged within identity across seeds,1,1
-1.6919430629156094,-1.0639747238905495,-2.3646696302588572,adaptive,0.15,20,masked_psnr,8,4,flame_supported,paired effect averaged within identity across seeds,1,1
